State,REI ID,REI,2013 DALYs,2013 Rank,2014 DALYs,2014 Rank,2013-2014 YoY %,2015 DALYs,2015 Rank,2014-2015 YoY %,2016 DALYs,2016 Rank,2015-2016 YoY %,2017 DALYs,2017 Rank,2016-2017 YoY %,2018 DALYs,2018 Rank,2017-2018 YoY %,2019 DALYs,2019 Rank,2018-2019 YoY %,2020 DALYs,2020 Rank,2019-2020 YoY %,2021 DALYs,2021 Rank,2020-2021 YoY %,2022 DALYs,2022 Rank,2021-2022 YoY %,2023 DALYs,2023 Rank,2022-2023 YoY %
Uttar Pradesh,99,Smoking,719.36K,1,715.37K,1,-0.55%,680.70K,1,-4.85%,704.33K,1,+3.47%,655.12K,1,-6.99%,620.58K,1,-5.27%,555.09K,1,-10.55%,491.61K,1,-11.44%,568.14K,2,+15.57%,553.23K,1,-2.62%,551.68K,1,-0.28%
West Bengal,99,Smoking,545.12K,2,535.29K,2,-1.80%,512.43K,2,-4.27%,525.41K,2,+2.53%,515.36K,2,-1.91%,502.82K,2,-2.43%,473.18K,2,-5.90%,478.12K,2,+1.05%,590.42K,1,+23.49%,481.65K,2,-18.42%,498.89K,2,+3.58%
Tamil Nadu,99,Smoking,439.08K,3,429.94K,3,-2.08%,412.29K,3,-4.11%,410.15K,3,-0.52%,389.67K,3,-4.99%,357.39K,3,-8.28%,313.44K,6,-12.30%,307.84K,6,-1.79%,350.59K,7,+13.89%,284.84K,6,-18.75%,288.78K,6,+1.38%
Andhra Pradesh,99,Smoking,379.12K,4,369.62K,4,-2.51%,366.31K,4,-0.89%,375.93K,4,+2.63%,371.16K,4,-1.27%,347.08K,4,-6.49%,318.56K,5,-8.22%,316.95K,5,-0.50%,386.97K,5,+22.09%,321.92K,4,-16.81%,320.80K,4,-0.35%
Karnataka,99,Smoking,355.34K,5,353.26K,5,-0.58%,356.37K,5,+0.88%,368.23K,5,+3.33%,364.81K,5,-0.93%,346.51K,5,-5.02%,321.87K,4,-7.11%,339.32K,3,+5.42%,429.50K,3,+26.58%,316.85K,5,-26.23%,320.79K,5,+1.24%
Telangana,99,Smoking,300.18K,6,304.07K,6,+1.30%,310.49K,6,+2.11%,331.79K,6,+6.86%,340.53K,6,+2.63%,339.59K,6,-0.28%,330.85K,3,-2.58%,326.69K,4,-1.26%,393.21K,4,+20.36%,332.76K,3,-15.37%,326.40K,3,-1.91%
Maharashtra,99,Smoking,293.90K,7,272.94K,7,-7.13%,250.71K,9,-8.14%,230.85K,10,-7.92%,216.90K,10,-6.05%,238.25K,9,+9.85%,174.05K,11,-26.95%,144.46K,12,-17.00%,175.22K,12,+21.29%,154.20K,11,-11.99%,158.93K,11,+3.07%
Madhya Pradesh,99,Smoking,280.66K,8,272.04K,8,-3.07%,264.40K,7,-2.81%,269.92K,8,+2.09%,259.50K,8,-3.86%,248.28K,8,-4.32%,235.16K,8,-5.28%,227.27K,9,-3.36%,297.95K,8,+31.10%,235.05K,8,-21.11%,241.90K,8,+2.91%
Gujarat,99,Smoking,263.29K,9,255.50K,10,-2.96%,249.71K,10,-2.27%,252.74K,9,+1.21%,248.94K,9,-1.50%,236.60K,10,-4.96%,225.29K,9,-4.78%,235.30K,8,+4.44%,365.29K,6,+55.25%,223.59K,9,-38.79%,222.08K,9,-0.68%
Rajasthan,99,Smoking,252.66K,10,255.97K,9,+1.31%,260.74K,8,+1.86%,276.57K,7,+6.07%,277.99K,7,+0.51%,271.85K,7,-2.21%,257.16K,7,-5.40%,243.25K,7,-5.41%,281.17K,9,+15.59%,265.54K,7,-5.56%,262.83K,7,-1.02%
Bihar,99,Smoking,223.95K,11,214.54K,11,-4.20%,202.42K,11,-5.65%,210.13K,11,+3.81%,198.65K,11,-5.46%,193.26K,11,-2.72%,180.08K,10,-6.82%,164.16K,10,-8.84%,204.34K,10,+24.47%,174.61K,10,-14.55%,180.47K,10,+3.35%
Kerala,99,Smoking,180.45K,12,175.08K,13,-2.97%,170.35K,13,-2.71%,171.57K,13,+0.72%,167.76K,13,-2.22%,153.21K,13,-8.67%,134.98K,13,-11.90%,114.84K,13,-14.92%,128.17K,14,+11.62%,128.01K,13,-0.13%,127.87K,13,-0.11%
Haryana,99,Smoking,178.34K,13,176.46K,12,-1.05%,173.26K,12,-1.81%,183.02K,12,+5.63%,178.09K,12,-2.69%,174.92K,12,-1.78%,158.55K,12,-9.36%,155.87K,11,-1.69%,190.15K,11,+21.99%,150.69K,12,-20.75%,151.17K,12,+0.32%
Punjab,99,Smoking,125.90K,14,123.92K,14,-1.57%,123.04K,14,-0.71%,130.90K,14,+6.39%,130.10K,14,-0.62%,124.93K,14,-3.97%,114.07K,14,-8.69%,112.53K,14,-1.35%,130.13K,13,+15.64%,112.31K,14,-13.70%,110.03K,15,-2.03%
Assam,99,Smoking,112.92K,15,109.19K,15,-3.30%,108.27K,16,-0.85%,112.10K,16,+3.54%,112.51K,16,+0.37%,110.15K,15,-2.10%,105.29K,15,-4.41%,102.08K,15,-3.05%,125.91K,15,+23.35%,110.17K,15,-12.50%,113.10K,14,+2.65%
Uttarakhand,99,Smoking,105.41K,16,106.60K,16,+1.13%,108.54K,15,+1.82%,115.15K,15,+6.09%,113.77K,15,-1.19%,109.73K,16,-3.55%,98.41K,16,-10.32%,94.73K,16,-3.74%,111.17K,17,+17.36%,102.09K,16,-8.17%,100.87K,16,-1.19%
Chhattisgarh,99,Smoking,97.99K,17,94.31K,17,-3.75%,93.70K,17,-0.66%,100.63K,17,+7.41%,100.61K,17,-0.02%,95.56K,17,-5.03%,90.51K,17,-5.28%,85.44K,17,-5.60%,111.75K,16,+30.80%,88.71K,17,-20.62%,87.94K,17,-0.86%
Odisha,99,Smoking,92.05K,18,87.01K,18,-5.48%,84.94K,18,-2.39%,91.74K,18,+8.01%,92.95K,18,+1.33%,90.25K,18,-2.91%,85.68K,18,-5.07%,82.46K,18,-3.75%,98.05K,18,+18.90%,87.51K,18,-10.74%,87.43K,18,-0.10%
Delhi,99,Smoking,64.09K,19,60.00K,20,-6.39%,56.18K,20,-6.36%,54.78K,20,-2.50%,48.69K,20,-11.12%,45.15K,21,-7.27%,39.05K,21,-13.51%,47.18K,20,+20.81%,58.99K,20,+25.03%,39.92K,21,-32.33%,40.83K,21,+2.28%
Jammu & Kashmir and Ladakh,99,Smoking,60.58K,20,62.62K,19,+3.36%,66.48K,19,+6.16%,73.19K,19,+10.09%,74.97K,19,+2.44%,74.89K,19,-0.11%,71.01K,19,-5.18%,65.27K,19,-8.08%,72.57K,19,+11.18%,76.26K,19,+5.09%,76.38K,19,+0.15%
Jharkhand,99,Smoking,44.88K,21,45.72K,21,+1.86%,42.44K,21,-7.17%,48.41K,21,+14.06%,48.60K,21,+0.40%,47.71K,20,-1.84%,44.87K,20,-5.95%,42.05K,21,-6.27%,54.01K,21,+28.44%,44.34K,20,-17.90%,44.20K,20,-0.34%
Himachal Pradesh,99,Smoking,33.13K,22,29.96K,22,-9.57%,28.53K,22,-4.78%,29.29K,22,+2.68%,30.39K,22,+3.74%,31.16K,22,+2.53%,30.49K,22,-2.14%,29.13K,22,-4.46%,36.04K,22,+23.70%,37.07K,22,+2.86%,37.83K,22,+2.07%
Tripura,99,Smoking,22.33K,23,18.90K,23,-15.37%,19.61K,23,+3.73%,23.48K,23,+19.76%,24.07K,23,+2.53%,23.14K,23,-3.88%,22.40K,23,-3.19%,22.23K,23,-0.79%,25.33K,23,+13.95%,24.71K,23,-2.42%,25.66K,23,+3.84%
Manipur,99,Smoking,11.73K,24,11.96K,24,+1.93%,12.34K,24,+3.20%,13.30K,24,+7.79%,13.67K,24,+2.79%,13.83K,24,+1.10%,13.40K,24,-3.10%,13.19K,24,-1.57%,19.56K,24,+48.34%,15.12K,24,-22.71%,15.73K,24,+4.03%
Other Union Territories,99,Smoking,11.39K,25,11.42K,25,+0.29%,11.58K,25,+1.40%,12.27K,25,+5.97%,12.43K,25,+1.30%,12.29K,25,-1.14%,11.81K,25,-3.89%,12.39K,25,+4.92%,16.07K,25,+29.66%,12.80K,25,-20.30%,13.07K,25,+2.06%
Meghalaya,99,Smoking,6.36K,26,6.27K,26,-1.31%,6.32K,26,+0.77%,6.99K,26,+10.49%,7.32K,26,+4.76%,7.49K,26,+2.29%,7.34K,26,-2.00%,7.38K,26,+0.55%,11.76K,26,+59.50%,8.46K,26,-28.13%,8.69K,26,+2.79%
Goa,99,Smoking,5.60K,27,5.50K,27,-1.73%,5.37K,27,-2.34%,5.27K,27,-1.81%,5.02K,27,-4.78%,4.71K,27,-6.27%,4.27K,27,-9.19%,4.15K,27,-2.90%,5.26K,27,+26.77%,4.24K,27,-19.48%,4.22K,27,-0.43%
Nagaland,99,Smoking,3.69K,28,3.54K,28,-4.11%,3.44K,28,-2.79%,3.47K,28,+0.95%,3.42K,28,-1.49%,3.32K,28,-3.01%,3.10K,28,-6.70%,3.05K,29,-1.37%,4.65K,28,+52.28%,3.25K,29,-30.05%,3.31K,29,+1.67%
Arunachal Pradesh,99,Smoking,2.96K,29,2.98K,29,+0.69%,3.05K,29,+2.33%,3.21K,29,+5.21%,3.25K,29,+1.10%,3.20K,29,-1.51%,3.07K,29,-3.90%,3.06K,28,-0.32%,3.83K,29,+25.07%,3.45K,28,-9.89%,3.54K,28,+2.57%
Sikkim,99,Smoking,1.61K,30,1.56K,30,-3.40%,1.48K,30,-4.94%,1.45K,31,-2.24%,1.34K,31,-7.72%,1.20K,31,-10.17%,1.04K,31,-13.46%,946.53,31,-8.90%,1.17K,31,+23.10%,1.14K,31,-2.28%,1.16K,31,+1.61%
Mizoram,99,Smoking,1.39K,31,1.35K,31,-2.44%,1.42K,31,+5.00%,1.68K,30,+18.24%,1.74K,30,+3.92%,1.74K,30,-0.39%,1.67K,30,-3.80%,1.71K,30,+2.37%,2.37K,30,+38.32%,1.95K,30,-17.77%,1.97K,30,+1.37%
Uttar Pradesh,100,Secondhand smoke,241.61K,1,253.91K,1,+5.09%,250.70K,1,-1.26%,267.41K,1,+6.66%,255.37K,1,-4.50%,248.98K,1,-2.50%,228.96K,1,-8.04%,206.69K,1,-9.72%,234.36K,2,+13.39%,241.55K,1,+3.07%,245.10K,1,+1.47%
West Bengal,100,Secondhand smoke,194.29K,2,198.53K,2,+2.18%,192.61K,2,-2.98%,199.19K,2,+3.42%,196.22K,2,-1.49%,193.99K,2,-1.13%,185.64K,2,-4.31%,191.53K,2,+3.17%,237.02K,1,+23.76%,195.75K,2,-17.42%,205.51K,2,+4.99%
Tamil Nadu,100,Secondhand smoke,157.78K,3,157.83K,3,+0.03%,152.70K,3,-3.25%,151.95K,3,-0.49%,145.02K,3,-4.56%,134.36K,4,-7.35%,119.12K,4,-11.34%,117.78K,4,-1.12%,133.09K,5,+12.99%,112.29K,6,-15.63%,115.79K,6,+3.12%
Maharashtra,100,Secondhand smoke,133.40K,4,132.43K,4,-0.73%,127.57K,5,-3.67%,122.94K,6,-3.63%,119.99K,6,-2.40%,134.58K,3,+12.16%,104.62K,7,-22.27%,90.02K,9,-13.95%,110.63K,9,+22.89%,100.04K,8,-9.57%,104.47K,7,+4.43%
Karnataka,100,Secondhand smoke,122.17K,5,127.15K,5,+4.08%,131.03K,4,+3.05%,136.17K,4,+3.92%,135.44K,4,-0.54%,131.26K,5,-3.08%,123.83K,3,-5.66%,129.66K,3,+4.70%,161.08K,3,+24.23%,127.86K,3,-20.62%,131.46K,3,+2.82%
Andhra Pradesh,100,Secondhand smoke,120.32K,6,121.78K,6,+1.21%,122.42K,6,+0.52%,125.72K,5,+2.69%,125.44K,5,-0.22%,120.64K,6,-3.82%,113.05K,6,-6.29%,113.48K,5,+0.37%,131.35K,6,+15.75%,117.96K,5,-10.20%,118.20K,4,+0.20%
Telangana,100,Secondhand smoke,104.14K,7,106.58K,7,+2.34%,107.71K,7,+1.06%,113.81K,7,+5.66%,116.84K,7,+2.66%,117.06K,7,+0.19%,113.81K,5,-2.78%,110.44K,6,-2.96%,126.55K,7,+14.59%,118.44K,4,-6.41%,117.12K,5,-1.11%
Madhya Pradesh,100,Secondhand smoke,99.04K,8,99.39K,8,+0.35%,98.30K,8,-1.10%,102.25K,8,+4.02%,101.10K,8,-1.12%,100.25K,8,-0.85%,97.43K,8,-2.81%,96.21K,7,-1.25%,124.28K,8,+29.18%,100.31K,7,-19.29%,103.85K,8,+3.53%
Bihar,100,Secondhand smoke,89.16K,9,89.80K,9,+0.71%,87.77K,10,-2.25%,93.84K,9,+6.91%,91.65K,9,-2.33%,93.00K,9,+1.47%,89.53K,9,-3.72%,83.51K,10,-6.72%,104.02K,10,+24.55%,92.24K,9,-11.32%,96.78K,9,+4.92%
Gujarat,100,Secondhand smoke,87.16K,10,88.20K,10,+1.19%,88.01K,9,-0.22%,90.78K,10,+3.16%,91.64K,10,+0.94%,90.03K,10,-1.75%,88.40K,10,-1.82%,93.72K,8,+6.02%,142.71K,4,+52.28%,91.14K,10,-36.14%,92.16K,10,+1.11%
Rajasthan,100,Secondhand smoke,65.64K,11,69.41K,11,+5.75%,71.96K,11,+3.68%,77.12K,11,+7.16%,77.93K,11,+1.05%,77.36K,12,-0.74%,74.19K,12,-4.09%,70.62K,12,-4.81%,82.55K,12,+16.88%,79.28K,12,-3.96%,80.02K,11,+0.93%
Punjab,100,Secondhand smoke,65.45K,12,66.91K,12,+2.23%,68.36K,12,+2.15%,75.19K,12,+9.99%,77.17K,12,+2.63%,77.94K,11,+1.01%,75.05K,11,-3.71%,76.40K,11,+1.80%,88.44K,11,+15.76%,79.35K,11,-10.28%,79.33K,12,-0.03%
Kerala,100,Secondhand smoke,59.73K,13,57.48K,13,-3.77%,56.84K,13,-1.12%,58.48K,13,+2.88%,59.01K,13,+0.91%,56.06K,13,-5.00%,51.12K,13,-8.81%,44.63K,16,-12.70%,49.70K,17,+11.36%,51.80K,13,+4.23%,52.75K,13,+1.83%
Haryana,100,Secondhand smoke,48.74K,14,49.97K,14,+2.52%,49.36K,14,-1.22%,52.51K,14,+6.37%,51.31K,14,-2.27%,51.21K,14,-0.20%,47.23K,14,-7.77%,46.97K,13,-0.55%,56.84K,13,+21.03%,45.93K,16,-19.20%,46.66K,16,+1.59%
Assam,100,Secondhand smoke,41.60K,15,42.18K,15,+1.40%,43.22K,15,+2.45%,46.14K,15,+6.76%,47.51K,15,+2.97%,47.98K,15,+1.00%,46.72K,15,-2.63%,44.98K,15,-3.72%,51.89K,16,+15.36%,50.54K,14,-2.61%,52.22K,14,+3.32%
Odisha,100,Secondhand smoke,40.45K,16,40.10K,16,-0.86%,40.49K,16,+0.95%,44.57K,16,+10.08%,46.76K,16,+4.92%,47.37K,16,+1.31%,46.72K,16,-1.37%,45.76K,14,-2.05%,52.59K,14,+14.93%,50.25K,15,-4.45%,50.69K,15,+0.87%
Chhattisgarh,100,Secondhand smoke,33.98K,17,34.94K,17,+2.84%,36.00K,17,+3.03%,39.47K,17,+9.66%,40.82K,17,+3.41%,41.11K,17,+0.70%,40.57K,17,-1.31%,39.36K,17,-2.99%,52.39K,15,+33.12%,42.71K,17,-18.48%,42.70K,17,-0.02%
Uttarakhand,100,Secondhand smoke,27.07K,18,28.41K,18,+4.95%,29.11K,18,+2.45%,30.98K,18,+6.42%,30.81K,18,-0.54%,30.16K,18,-2.10%,27.30K,18,-9.50%,26.19K,18,-4.07%,30.37K,18,+15.97%,28.64K,18,-5.69%,28.61K,18,-0.09%
Delhi,100,Secondhand smoke,24.27K,19,23.92K,19,-1.43%,22.85K,19,-4.51%,22.90K,21,+0.22%,20.89K,21,-8.74%,19.98K,21,-4.40%,17.72K,21,-11.31%,21.90K,21,+23.63%,27.43K,20,+25.24%,19.04K,21,-30.60%,19.65K,21,+3.22%
Jharkhand,100,Secondhand smoke,22.87K,20,22.86K,20,-0.03%,22.41K,20,-1.97%,25.15K,19,+12.22%,25.39K,19,+0.92%,25.50K,19,+0.47%,24.52K,19,-3.87%,23.00K,19,-6.19%,27.91K,19,+21.34%,25.58K,19,-8.33%,25.77K,19,+0.72%
Jammu & Kashmir and Ladakh,100,Secondhand smoke,19.48K,21,20.26K,21,+4.01%,21.35K,21,+5.38%,23.27K,20,+9.01%,23.75K,20,+2.04%,24.13K,20,+1.62%,23.32K,20,-3.36%,22.29K,20,-4.41%,26.57K,21,+19.20%,25.36K,20,-4.58%,25.65K,20,+1.14%
Himachal Pradesh,100,Secondhand smoke,8.38K,22,7.75K,22,-7.61%,7.43K,22,-4.14%,7.56K,22,+1.77%,7.80K,22,+3.27%,8.07K,22,+3.44%,8.00K,22,-0.92%,7.82K,22,-2.25%,9.78K,22,+25.11%,9.68K,22,-1.03%,9.80K,22,+1.25%
Tripura,100,Secondhand smoke,5.85K,23,4.95K,23,-15.42%,5.24K,23,+5.83%,6.49K,23,+24.01%,6.73K,23,+3.63%,6.51K,23,-3.23%,6.41K,23,-1.58%,6.42K,23,+0.19%,7.24K,23,+12.80%,7.25K,23,+0.13%,7.59K,23,+4.70%
Other Union Territories,100,Secondhand smoke,4.23K,24,4.41K,24,+4.45%,4.55K,24,+3.13%,4.87K,24,+7.08%,5.00K,24,+2.53%,5.05K,24,+1.02%,4.95K,24,-1.86%,5.32K,24,+7.47%,6.97K,24,+31.00%,5.56K,24,-20.32%,5.72K,24,+2.91%
Manipur,100,Secondhand smoke,3.48K,25,3.66K,25,+5.02%,3.82K,25,+4.59%,4.12K,25,+7.76%,4.25K,25,+3.23%,4.37K,25,+2.65%,4.30K,25,-1.61%,4.26K,25,-0.83%,6.32K,25,+48.44%,4.93K,25,-22.08%,5.14K,25,+4.39%
Goa,100,Secondhand smoke,2.42K,26,2.48K,26,+2.31%,2.50K,26,+1.13%,2.53K,26,+1.03%,2.50K,26,-1.24%,2.44K,26,-2.20%,2.31K,26,-5.43%,2.30K,27,-0.39%,2.92K,27,+26.90%,2.46K,27,-15.90%,2.50K,27,+1.56%
Meghalaya,100,Secondhand smoke,1.82K,27,1.83K,27,+0.64%,1.85K,27,+1.10%,2.08K,27,+12.20%,2.21K,27,+6.34%,2.31K,27,+4.37%,2.29K,27,-0.48%,2.32K,26,+1.15%,3.63K,26,+56.56%,2.66K,26,-26.71%,2.75K,26,+3.35%
Nagaland,100,Secondhand smoke,1.36K,28,1.36K,28,+0.31%,1.35K,28,-0.65%,1.38K,28,+1.88%,1.38K,28,+0.04%,1.37K,28,-0.82%,1.30K,28,-4.53%,1.29K,28,-0.73%,1.93K,28,+49.40%,1.40K,28,-27.72%,1.43K,28,+2.47%
Arunachal Pradesh,100,Secondhand smoke,872.64,29,891.60,29,+2.17%,918.02,29,+2.96%,969.04,29,+5.56%,989.21,29,+2.08%,986.32,29,-0.29%,960.62,29,-2.61%,962.62,29,+0.21%,1.19K,29,+24.02%,1.10K,29,-7.84%,1.13K,29,+2.67%
Sikkim,100,Secondhand smoke,643.58,30,646.80,30,+0.50%,632.65,30,-2.19%,632.10,30,-0.09%,600.87,30,-4.94%,555.94,30,-7.48%,495.78,30,-10.82%,465.08,30,-6.19%,583.23,31,+25.40%,570.13,30,-2.25%,580.95,30,+1.90%
Mizoram,100,Secondhand smoke,342.11,31,339.17,31,-0.86%,357.87,31,+5.51%,420.28,31,+17.44%,438.32,31,+4.29%,440.60,31,+0.52%,427.39,31,-3.00%,441.65,31,+3.34%,603.06,30,+36.55%,498.00,31,-17.42%,500.02,31,+0.40%
West Bengal,102,High alcohol use,14.19K,1,14.00K,1,-1.36%,14.27K,1,+1.93%,14.83K,1,+3.94%,15.79K,1,+6.47%,15.86K,1,+0.44%,16.00K,1,+0.87%,17.42K,1,+8.94%,19.50K,1,+11.91%,15.63K,1,-19.82%,15.26K,1,-2.39%
Assam,102,High alcohol use,5.51K,2,5.53K,2,+0.40%,5.84K,2,+5.52%,6.39K,3,+9.50%,6.86K,3,+7.26%,6.97K,3,+1.58%,7.01K,3,+0.60%,6.97K,3,-0.59%,7.91K,3,+13.56%,7.15K,3,-9.61%,7.10K,3,-0.67%
Odisha,102,High alcohol use,4.64K,3,4.46K,3,-3.85%,4.66K,4,+4.50%,5.32K,4,+13.98%,5.84K,4,+9.93%,5.87K,5,+0.42%,5.95K,5,+1.36%,6.07K,5,+2.11%,6.55K,6,+7.91%,6.07K,5,-7.39%,6.13K,5,+0.94%
Chhattisgarh,102,High alcohol use,1.79K,4,1.77K,6,-0.99%,2.14K,6,+20.75%,2.66K,6,+24.62%,3.38K,7,+27.12%,3.38K,7,-0.22%,3.57K,7,+5.81%,3.90K,7,+9.02%,3.85K,7,-1.22%,3.06K,8,-20.44%,2.99K,8,-2.43%
Jharkhand,102,High alcohol use,1.62K,5,2.22K,5,+37.28%,2.77K,5,+24.84%,3.73K,5,+34.56%,4.70K,5,+26.06%,5.22K,6,+11.10%,5.65K,6,+8.27%,5.85K,6,+3.51%,7.07K,5,+20.97%,5.90K,6,-16.56%,5.95K,6,+0.86%
Uttar Pradesh,102,High alcohol use,1.33K,6,3.15K,4,+136.35%,5.58K,3,+76.91%,7.27K,2,+30.24%,10.34K,2,+42.30%,11.15K,2,+7.88%,12.43K,2,+11.45%,12.92K,2,+3.92%,13.28K,2,+2.83%,12.91K,2,-2.85%,12.92K,2,+0.14%
Bihar,102,High alcohol use,1.04K,7,1.09K,7,+5.40%,1.50K,7,+37.22%,1.68K,8,+12.38%,2.60K,8,+54.78%,2.60K,8,-0.11%,3.02K,8,+16.07%,3.48K,8,+15.41%,2.71K,10,-22.30%,2.57K,9,-5.27%,2.30K,9,-10.43%
Manipur,102,High alcohol use,268.72,8,268.26,8,-0.17%,286.12,8,+6.66%,318.89,9,+11.45%,349.59,12,+9.63%,347.77,11,-0.52%,352.76,12,+1.44%,348.40,13,-1.24%,417.49,11,+19.83%,355.32,11,-14.89%,356.13,11,+0.23%
Tripura,102,High alcohol use,267.17,9,217.30,9,-18.67%,244.79,9,+12.65%,314.12,10,+28.32%,363.38,11,+15.68%,342.94,12,-5.63%,363.48,11,+5.99%,376.92,12,+3.70%,353.82,12,-6.13%,346.83,12,-1.98%,311.15,12,-10.29%
Meghalaya,102,High alcohol use,113.91,10,108.80,10,-4.49%,116.72,11,+7.28%,135.47,11,+16.07%,153.02,13,+12.95%,154.57,13,+1.01%,159.49,13,+3.18%,163.95,15,+2.79%,221.17,13,+34.90%,158.38,13,-28.39%,158.65,13,+0.17%
Nagaland,102,High alcohol use,89.80,11,88.23,11,-1.74%,93.00,12,+5.40%,100.81,13,+8.40%,107.14,14,+6.28%,105.86,14,-1.19%,104.49,14,-1.30%,104.35,16,-0.13%,136.33,14,+30.65%,104.82,14,-23.11%,104.08,14,-0.71%
Mizoram,102,High alcohol use,28.04,12,25.75,12,-8.19%,26.97,13,+4.74%,32.83,14,+21.74%,35.53,15,+8.20%,34.34,15,-3.34%,33.99,15,-1.03%,34.38,17,+1.15%,41.26,15,+20.02%,33.79,15,-18.10%,32.28,15,-4.48%
Arunachal Pradesh,102,High alcohol use,15.38,13,11.26,13,-26.77%,13.65,14,+21.22%,18.99,15,+39.10%,27.08,16,+42.59%,25.83,16,-4.63%,29.21,16,+13.09%,31.81,18,+8.92%,19.06,16,-40.08%,25.85,17,+35.63%,25.15,16,-2.73%
Sikkim,102,High alcohol use,-57.20,14,-55.29,14,-3.33%,-48.65,15,-12.01%,-44.07,16,-9.42%,-35.91,17,-18.52%,-30.85,17,-14.07%,-23.98,18,-22.27%,-19.44,19,-18.94%,-32.52,17,+67.30%,-29.39,18,-9.64%,-31.42,17,+6.93%
Jammu & Kashmir and Ladakh,102,High alcohol use,-400.96,15,-414.75,15,+3.44%,-421.82,16,+1.71%,-475.37,18,+12.69%,-429.72,18,-9.60%,-423.87,19,-1.36%,-347.76,20,-17.96%,-250.86,20,-27.86%,-328.00,19,+30.75%,-423.24,20,+29.03%,-421.90,19,-0.32%
Goa,102,High alcohol use,-558.43,16,-569.57,16,+1.99%,-555.92,17,-2.40%,-549.58,19,-1.14%,-524.60,20,-4.55%,-508.37,20,-3.09%,-467.23,21,-8.09%,-470.12,21,+0.62%,-674.11,21,+43.39%,-505.98,21,-24.94%,-511.41,21,+1.07%
Other Union Territories,102,High alcohol use,-661.44,17,-673.49,17,+1.82%,-676.66,18,+0.47%,-705.27,20,+4.23%,-692.79,21,-1.77%,-683.28,21,-1.37%,-637.79,22,-6.66%,-648.35,22,+1.66%,-945.54,22,+45.84%,-734.57,22,-22.31%,-771.48,22,+5.02%
Himachal Pradesh,102,High alcohol use,-1.17K,18,-1.04K,18,-11.00%,-941.64,20,-9.28%,-935.02,22,-0.70%,-914.57,22,-2.19%,-916.83,22,+0.25%,-853.30,23,-6.93%,-770.98,23,-9.65%,-1.03K,23,+34.04%,-1.13K,23,+9.46%,-1.18K,23,+4.70%
Rajasthan,102,High alcohol use,-1.27K,19,-1.26K,19,-1.40%,-1.07K,21,-14.88%,-927.75,21,-13.28%,-458.33,19,-50.60%,-359.82,18,-21.49%,4.43,17,-101.23%,470.35,11,+10512.98%,-369.83,20,-178.63%,-319.47,19,-13.62%,-472.74,20,+47.97%
Gujarat,102,High alcohol use,-1.99K,20,-1.43K,20,-28.33%,-724.35,19,-49.26%,-68.45,17,-90.55%,688.11,10,-1105.31%,1.21K,10,+76.36%,1.75K,10,+43.96%,2.33K,10,+33.37%,2.96K,9,+27.21%,2.11K,10,-28.65%,2.13K,10,+0.51%
Delhi,102,High alcohol use,-2.65K,21,-2.53K,23,-4.57%,-2.35K,23,-7.12%,-2.31K,23,-1.92%,-1.92K,24,-16.68%,-1.81K,24,-5.61%,-1.41K,24,-22.01%,-1.46K,24,+3.27%,-2.21K,24,+50.95%,-1.53K,24,-30.44%,-1.60K,24,+4.50%
Kerala,102,High alcohol use,-3.36K,22,-2.32K,21,-31.00%,-1.08K,22,-53.55%,133.72,12,-112.43%,1.41K,9,+956.63%,2.30K,9,+62.82%,2.91K,9,+26.36%,3.05K,9,+4.85%,3.34K,8,+9.68%,3.43K,7,+2.62%,3.17K,7,-7.64%
Madhya Pradesh,102,High alcohol use,-3.63K,23,-3.61K,25,-0.51%,-3.35K,25,-7.22%,-3.26K,25,-2.44%,-2.56K,25,-21.48%,-2.48K,25,-3.42%,-2.10K,25,-15.14%,-1.68K,25,-19.96%,-4.12K,25,+144.75%,-2.64K,25,-35.83%,-2.91K,25,+10.12%
Haryana,102,High alcohol use,-4.10K,24,-3.56K,24,-13.03%,-2.83K,24,-20.66%,-2.36K,24,-16.34%,-1.45K,23,-38.66%,-986.97,23,-31.94%,-174.36,19,-82.33%,278.45,14,-259.70%,-136.71,18,-149.10%,31.59,16,-123.11%,-135.57,18,-529.15%
Uttarakhand,102,High alcohol use,-4.44K,25,-4.50K,26,+1.46%,-4.47K,26,-0.67%,-4.74K,26,+5.88%,-4.56K,26,-3.75%,-4.46K,26,-2.16%,-3.91K,26,-12.30%,-3.69K,26,-5.79%,-4.91K,26,+33.13%,-4.31K,26,-12.11%,-4.27K,26,-1.03%
Maharashtra,102,High alcohol use,-5.36K,26,-2.50K,22,-53.46%,149.77,10,-106.00%,2.17K,7,+1349.61%,4.26K,6,+96.42%,6.69K,4,+56.79%,6.39K,4,-4.50%,6.53K,4,+2.26%,7.67K,4,+17.52%,6.59K,4,-14.15%,6.35K,4,-3.67%
Andhra Pradesh,102,High alcohol use,-8.24K,27,-8.00K,27,-2.93%,-7.85K,27,-1.79%,-7.74K,27,-1.41%,-7.22K,27,-6.70%,-6.60K,27,-8.66%,-5.79K,27,-12.20%,-5.85K,28,+1.02%,-8.13K,28,+38.85%,-6.08K,28,-25.17%,-6.38K,28,+4.82%
